Date,Latitude_degree,Longitude_degree,Beaufort,Speed(Ground),M/E REVOLUTION,FOC
2016-06-07 04:00:00,43.859444444444456,176.5233333333333,low,17.8,87,168.0
2016-06-07 05:00:00,43.8775,177.00583333333336,low,17.0,84,152.0
2016-06-07 06:00:00,43.91777777777778,177.4786111111111,medium,17.0,84,153.0
2016-06-07 07:00:00,43.92944444444444,177.75333333333333,medium,17.0,84,153.0
2016-06-07 08:00:00,43.97277777777778,178.1677777777778,medium,17.0,84,154.0
2016-06-07 09:00:00,43.882777777777775,178.4188888888889,medium,17.2,84,155.0
2016-06-07 10:00:00,44.14277777777777,178.93944444444443,medium,16.9,83,157.0
2016-06-07 11:00:00,43.94277777777778,179.25027777777774,medium,17.4,84,154.0
2016-06-07 12:00:00,44.18166666666667,179.81333333333333,medium,17.0,84,155.0
2016-06-07 13:00:00,44.208055555555546,180.08555555555554,medium,17.0,84,156.0
2016-06-07 14:00:00,44.07861111111111,-179.63833333333332,medium,17.0,83,157.0
2016-06-07 15:00:00,44.06166666666667,-179.31527777777774,medium,17.1,84,157.0
2016-06-07 16:00:00,44.00916666666666,-178.99416666666667,medium,17.1,84,155.0
2016-06-07 17:00:00,44.2325,-178.63527777777782,medium,17.5,84,154.0
2016-06-07 18:00:00,44.19083333333334,-178.26944444444442,medium,17.0,84,154.0
2016-06-07 19:00:00,44.19833333333334,-177.6513888888889,medium,17.2,84,155.0
2016-06-07 20:00:00,44.24416666666666,-177.29527777777778,medium,17.1,84,154.0
2016-06-07 21:00:00,44.21222222222222,-176.9063888888889,medium,18.4,91,162.0
2016-06-07 22:00:00,44.00972222222222,-176.45972222222218,medium,17.0,84,169.0
2016-06-07 23:00:00,44.01111111111111,-176.18305555555557,medium,16.8,84,157.0
2016-06-08 00:00:00,44.00833333333333,-175.83027777777778,low,16.5,84,159.0
2016-06-08 01:00:00,44.24944444444444,-175.47666666666663,low,16.5,84,157.0
2016-06-08 02:00:00,44.058888888888895,-175.16722222222222,low,16.3,84,157.0
2016-06-08 03:00:00,44.07111111111111,-174.5636111111111,low,16.5,84,154.0
2016-06-08 04:00:00,44.07222222222222,-174.2386111111111,low,16.5,84,158.0
2016-06-08 05:00:00,44.075555555555546,-173.81972222222225,low,16.6,84,156.0
2016-06-08 06:00:00,44.10833333333333,-173.45138888888889,low,16.5,84,156.0
2016-06-08 07:00:00,44.024444444444434,-173.21916666666667,low,16.4,84,153.0
2016-06-08 08:00:00,44.24222222222223,-172.86166666666668,low,16.8,84,155.0
2016-06-08 09:00:00,44.25333333333334,-172.46277777777777,low,16.5,84,156.0
2016-06-08 10:00:00,44.01722222222222,-171.91555555555558,low,16.4,84,157.0
2016-06-08 11:00:00,44.00444444444446,-171.49138888888888,low,16.8,84,156.0
2016-06-08 12:00:00,44.22666666666667,-171.205,low,17.2,84,157.0
2016-06-08 13:00:00,44.12416666666667,-170.84222222222226,low,17.1,84,155.0
2016-06-08 14:00:00,44.13166666666667,-170.4688888888889,medium,17.3,84,155.0
2016-06-08 15:00:00,44.15333333333334,-169.98944444444444,medium,17.8,84,154.0
2016-06-08 16:00:00,43.99444444444445,-169.73777777777778,medium,18.1,84,157.0
2016-06-08 17:00:00,44.032222222222224,-169.16555555555556,medium,17.9,84,157.0
2016-06-08 18:00:00,43.87972222222222,-168.83833333333334,medium,17.9,84,156.0
2016-06-08 19:00:00,44.000277777777775,-168.30055555555555,medium,17.7,84,159.0
2016-06-08 20:00:00,43.81694444444446,-167.92527777777778,medium,19.1,91,169.0
2016-06-08 21:00:00,43.91583333333333,-167.68888888888887,medium,17.5,84,163.0
2016-06-08 22:00:00,43.77027777777778,-167.14694444444444,medium,17.0,84,157.0
2016-06-08 23:00:00,43.922222222222224,-166.88666666666666,medium,17.4,84,157.0
2016-06-09 00:00:00,43.748055555555545,-166.28638888888892,medium,17.4,83,157.0
2016-06-09 01:00:00,43.62083333333334,-166.04583333333332,medium,16.8,84,157.0
2016-06-09 02:00:00,43.573888888888895,-165.56055555555557,medium,17.1,83,155.0
2016-06-09 03:00:00,43.72277777777778,-165.21972222222226,medium,18.2,90,169.0
2016-06-09 04:00:00,43.59138888888889,-164.79083333333332,medium,16.9,83,158.0
2016-06-09 05:00:00,43.48611111111111,-164.37583333333333,medium,17.0,83,156.0
2016-06-09 06:00:00,43.50444444444446,-164.14,medium,17.2,83,156.0
2016-06-09 07:00:00,43.57472222222222,-163.68416666666667,medium,17.1,84,155.0
2016-06-09 08:00:00,43.31777777777778,-163.18944444444443,medium,17.3,83,157.0
2016-06-09 09:00:00,43.40305555555555,-162.97666666666666,medium,17.1,84,156.0
2016-06-09 10:00:00,43.320555555555565,-162.5086111111111,medium,16.7,83,156.0
2016-06-09 11:00:00,43.45249999999999,-162.05722222222226,medium,17.2,83,156.0
2016-06-09 12:00:00,43.34166666666667,-161.75777777777776,medium,17.6,84,154.0
2016-06-09 13:00:00,43.21444444444445,-161.21361111111108,medium,17.1,84,154.0
2016-06-09 14:00:00,43.32972222222222,-160.94166666666666,medium,17.3,84,153.0
2016-06-09 15:00:00,43.21833333333333,-160.51222222222222,medium,17.3,84,150.0
2016-06-09 16:00:00,43.06972222222223,-160.21277777777777,medium,17.5,84,153.0
2016-06-09 17:00:00,43.19111111111111,-159.77972222222226,medium,17.5,84,155.0
2016-06-09 18:00:00,43.03833333333333,-159.43833333333333,medium,17.6,84,154.0
2016-06-09 19:00:00,42.91777777777778,-158.94444444444446,medium,17.7,84,154.0
2016-06-09 20:00:00,42.8125,-158.57138888888892,medium,19.4,91,163.0
2016-06-09 21:00:00,42.90833333333333,-158.0825,medium,18.0,84,165.0
2016-06-09 22:00:00,42.74361111111112,-157.76111111111112,medium,17.7,84,152.0
2016-06-09 23:00:00,42.57444444444445,-157.3313888888889,medium,17.6,84,152.0
2016-06-10 00:00:00,42.62416666666667,-156.9461111111111,medium,17.7,84,153.0
2016-06-10 01:00:00,42.50138888888889,-156.73555555555555,medium,17.6,84,154.0
2016-06-10 02:00:00,42.43805555555555,-156.32722222222222,medium,17.6,84,151.0
2016-06-10 03:00:00,42.33111111111111,-155.83083333333337,medium,19.0,91,159.0
2016-06-10 04:00:00,42.204166666666666,-155.51388888888889,medium,17.6,84,161.0
2016-06-10 05:00:00,42.27861111111111,-155.16722222222222,medium,17.4,84,151.0
2016-06-10 06:00:00,42.20527777777778,-154.59138888888887,medium,17.5,84,151.0
2016-06-10 07:00:00,42.153888888888886,-154.23250000000004,medium,17.6,84,150.0
2016-06-10 08:00:00,41.997777777777785,-153.98305555555558,medium,17.0,84,150.0
2016-06-10 09:00:00,41.903888888888886,-153.5025,medium,17.6,84,150.0
2016-06-10 10:00:00,41.93861111111112,-153.1875,medium,17.7,84,149.0
2016-06-10 11:00:00,41.805277777777775,-152.83944444444444,medium,17.5,84,150.0
2016-06-10 12:00:00,41.70277777777778,-152.53722222222223,medium,17.2,84,149.0
2016-06-10 13:00:00,41.69972222222222,-152.0622222222222,low,17.4,84,149.0
2016-06-10 14:00:00,41.53138888888889,-151.63861111111112,low,17.1,84,149.0
2016-06-10 15:00:00,41.64111111111111,-151.20138888888889,low,17.5,84,149.0
2016-06-10 16:00:00,41.33805555555556,-150.97083333333333,low,17.3,84,150.0
2016-06-10 17:00:00,41.466388888888886,-150.5475,low,17.3,84,148.0
2016-06-10 18:00:00,41.34111111111111,-150.125,low,16.9,84,148.0
2016-06-10 19:00:00,41.10555555555556,-149.86083333333332,low,17.9,89,153.0
2016-06-10 20:00:00,41.2125,-149.55583333333334,low,17.3,84,161.0
2016-06-10 21:00:00,41.12361111111111,-149.25666666666666,low,16.5,84,149.0
2016-06-10 22:00:00,40.812777777777775,-148.81305555555556,low,16.8,84,146.0
2016-06-10 23:00:00,40.775277777777774,-148.51555555555558,low,16.7,84,149.0
2016-06-11 00:00:00,40.67138888888889,-148.02805555555554,low,16.8,84,148.0
2016-06-11 01:00:00,40.740833333333335,-147.8252777777778,low,17.0,84,150.0
2016-06-11 02:00:00,40.41861111111111,-147.3072222222222,low,16.9,84,147.0
2016-06-11 03:00:00,40.39888888888888,-147.03361111111113,low,16.9,84,148.0
2016-06-11 04:00:00,40.314166666666665,-146.70166666666668,low,17.2,84,149.0
2016-06-11 05:00:00,40.20361111111112,-146.3322222222222,low,17.1,84,148.0
2016-06-11 06:00:00,40.028333333333336,-145.98388888888888,low,17.1,84,149.0
2016-06-11 07:00:00,40.11555555555557,-145.67527777777778,low,17.2,84,149.0
2016-06-11 08:00:00,39.92027777777778,-145.45055555555555,low,16.8,84,150.0
2016-06-11 09:00:00,39.81194444444444,-144.8975,low,17.0,84,150.0
2016-06-11 10:00:00,39.79194444444445,-144.57722222222222,low,17.0,84,149.0
2016-06-11 11:00:00,39.64,-144.33944444444444,low,17.0,84,149.0
2016-06-11 12:00:00,39.488333333333344,-143.82888888888888,low,17.1,84,149.0
2016-06-11 13:00:00,39.41611111111112,-143.61777777777775,low,16.8,84,149.0
2016-06-11 14:00:00,39.325555555555546,-143.24555555555554,low,16.7,84,149.0
2016-06-11 15:00:00,39.295555555555566,-142.88333333333338,low,16.7,84,150.0
2016-06-11 16:00:00,39.21305555555556,-142.7197222222222,low,17.0,84,150.0
2016-06-11 17:00:00,38.88916666666667,-142.265,low,16.8,84,148.0
2016-06-11 18:00:00,39.02583333333333,-141.87888888888892,low,16.8,84,148.0
2016-06-11 19:00:00,38.87888888888889,-141.67944444444444,low,18.3,90,157.0
2016-06-11 20:00:00,38.73972222222223,-141.15361111111108,low,17.2,84,154.0
2016-06-11 21:00:00,38.62194444444445,-140.935,low,17.0,83,148.0
2016-06-11 22:00:00,38.5325,-140.5325,low,17.1,84,147.0
2016-06-11 23:00:00,38.42694444444445,-140.095,low,17.0,84,150.0
2016-06-12 00:00:00,38.16333333333333,-139.81833333333333,low,18.6,94,185.0
2016-06-12 01:00:00,38.16472222222223,-139.4736111111111,low,18.6,94,208.0
2016-06-12 02:00:00,37.91444444444444,-139.07222222222222,low,16.2,84,161.0
2016-06-12 03:00:00,37.92,-138.89666666666668,low,16.6,84,148.0
2016-06-12 04:00:00,37.71027777777777,-138.69194444444446,low,16.5,84,148.0
2016-06-12 05:00:00,37.74333333333333,-138.22166666666666,low,16.7,84,148.0
2016-06-12 06:00:00,37.47361111111111,-138.07333333333335,low,17.0,84,147.0
2016-06-12 07:00:00,37.524444444444434,-137.54472222222222,low,16.9,84,145.0
2016-06-12 08:00:00,37.24194444444444,-137.19777777777782,low,16.7,84,148.0
2016-06-12 09:00:00,37.269166666666656,-137.06472222222223,low,17.3,84,148.0
2016-06-12 10:00:00,36.95027777777778,-136.59,low,17.3,84,147.0
2016-06-12 11:00:00,36.84222222222222,-136.46027777777778,medium,17.5,84,147.0
2016-06-12 12:00:00,36.704166666666666,-136.1061111111111,medium,17.3,84,146.0
2016-06-12 13:00:00,36.59666666666667,-135.59638888888892,medium,18.0,84,148.0
2016-06-12 14:00:00,36.549166666666665,-135.28416666666666,medium,17.8,84,148.0
2016-06-12 15:00:00,36.3,-135.07027777777782,medium,17.5,84,147.0
2016-06-12 16:00:00,36.29111111111112,-134.6163888888889,medium,17.4,84,148.0
2016-06-12 17:00:00,36.22888888888889,-134.36611111111114,medium,16.8,84,148.0
2016-06-12 18:00:00,35.87222222222223,-134.17555555555555,medium,16.8,84,148.0
2016-06-12 19:00:00,35.84694444444445,-133.69472222222225,medium,16.9,84,168.0
2016-06-12 20:00:00,35.634444444444455,-133.43527777777777,medium,16.9,83,151.0
2016-06-12 21:00:00,35.632222222222225,-133.18333333333334,medium,16.7,84,150.0
2016-06-12 22:00:00,35.40277777777778,-132.8683333333333,medium,16.6,83,152.0
2016-06-12 23:00:00,35.41111111111111,-132.6125,medium,16.3,84,155.0
2016-06-13 00:00:00,35.1875,-132.1525,medium,16.4,84,153.0
2016-06-13 01:00:00,34.995555555555555,-131.96472222222224,medium,17.5,89,170.0
2016-06-13 02:00:00,35.11361111111111,-131.66388888888892,medium,16.1,84,157.0
2016-06-13 03:00:00,34.9575,-131.42138888888888,medium,16.3,84,152.0
2016-06-13 04:00:00,34.767222222222216,-131.1513888888889,medium,16.3,84,152.0
2016-06-13 05:00:00,34.755277777777785,-130.69166666666666,medium,16.5,83,152.0
2016-06-13 06:00:00,34.5675,-130.40833333333333,medium,16.2,83,155.0
2016-06-13 07:00:00,34.32472222222222,-130.17666666666668,medium,16.4,84,153.0
2016-06-13 08:00:00,34.346111111111114,-129.89527777777778,medium,16.3,84,152.0
2016-06-13 09:00:00,34.003055555555555,-129.5980555555555,medium,16.5,84,150.0
2016-06-13 10:00:00,33.938611111111115,-129.34083333333334,medium,16.6,83,151.0
2016-06-13 11:00:00,33.753611111111105,-128.91527777777782,medium,16.5,83,151.0
2016-06-13 12:00:00,33.678055555555545,-128.7025,medium,16.3,84,151.0
2016-06-13 13:00:00,33.425555555555555,-128.46,medium,16.5,84,151.0
2016-06-13 14:00:00,33.383611111111115,-128.2802777777778,medium,16.4,85,151.0
2016-06-13 15:00:00,33.31,-127.88722222222222,medium,16.3,84,151.0
2016-06-13 16:00:00,33.17305555555555,-127.51861111111111,medium,16.5,83,149.0
2016-06-13 17:00:00,32.81944444444444,-127.29472222222222,medium,16.7,84,150.0
2016-06-13 18:00:00,32.74583333333333,-127.19055555555556,medium,16.6,83,147.0
2016-06-13 19:00:00,32.63194444444444,-126.89444444444445,medium,16.5,84,162.0
2016-06-13 20:00:00,32.557222222222215,-126.42305555555556,medium,16.4,84,152.0
2016-06-13 21:00:00,32.45916666666667,-126.27361111111112,medium,16.5,84,152.0
2016-06-13 22:00:00,32.11000000000001,-125.87444444444444,medium,16.5,84,152.0
2016-06-13 23:00:00,32.16722222222222,-125.78666666666666,medium,16.6,84,153.0
2016-06-14 00:00:00,31.843055555555555,-125.30638888888888,medium,16.7,86,151.0
2016-06-14 01:00:00,31.84861111111111,-125.10166666666666,medium,16.6,83,151.0
2016-06-14 02:00:00,31.676111111111112,-124.96555555555555,medium,16.8,84,151.0
2016-06-14 03:00:00,31.505,-124.53055555555557,medium,16.8,84,150.0
2016-06-14 04:00:00,31.30805555555556,-124.35611111111112,medium,17.0,84,151.0
2016-06-14 05:00:00,31.21444444444444,-124.13138888888888,medium,16.8,83,151.0
2016-06-14 06:00:00,31.114722222222227,-123.65583333333332,medium,17.0,84,151.0
2016-06-14 07:00:00,30.961388888888887,-123.6075,medium,17.5,83,150.0
2016-06-14 08:00:00,30.776944444444453,-123.31666666666666,medium,17.3,84,150.0
2016-06-14 09:00:00,30.472777777777782,-122.83805555555556,medium,17.3,84,149.0
2016-06-14 10:00:00,30.27111111111111,-122.53916666666667,medium,17.4,83,150.0
2016-06-14 11:00:00,30.33888888888889,-122.28833333333334,medium,17.0,85,149.0
2016-06-14 12:00:00,30.16083333333333,-122.12416666666668,medium,17.0,84,150.0
2016-06-14 13:00:00,29.941944444444445,-121.92444444444445,medium,17.1,84,148.0
2016-06-14 14:00:00,29.71638888888889,-121.53055555555557,medium,16.8,85,150.0
2016-06-14 15:00:00,29.516944444444448,-121.3827777777778,medium,16.8,83,151.0
2016-06-14 16:00:00,29.33916666666667,-120.96916666666668,medium,16.9,84,149.0
2016-06-14 17:00:00,29.129722222222227,-120.8025,medium,18.0,91,156.0
2016-06-14 18:00:00,29.156666666666663,-120.56694444444445,medium,16.8,84,155.0
2016-06-14 19:00:00,29.014444444444447,-120.17861111111112,medium,16.8,83,148.0
2016-06-14 20:00:00,28.637222222222217,-120.08305555555556,medium,16.9,84,148.0
2016-06-14 21:00:00,28.687222222222218,-119.73416666666668,medium,17.0,84,147.0
2016-06-14 22:00:00,28.415,-119.44444444444444,medium,16.3,85,147.0
2016-06-14 23:00:00,28.38361111111111,-119.16638888888887,medium,16.9,84,148.0
2016-06-15 00:00:00,28.01527777777777,-119.01277777777776,medium,16.7,84,147.0
2016-06-15 01:00:00,27.795277777777773,-118.69888888888887,medium,17.1,84,162.0
2016-06-15 02:00:00,27.793888888888887,-118.3275,medium,17.1,84,147.0
2016-06-15 03:00:00,27.62722222222223,-118.10111111111112,medium,17.3,83,148.0
2016-06-15 04:00:00,27.455277777777773,-118.05777777777776,medium,17.0,84,145.0
2016-06-15 05:00:00,27.1625,-117.67722222222224,medium,17.3,84,147.0
2016-06-15 06:00:00,26.93972222222223,-117.43722222222222,medium,17.5,84,147.0
2016-06-15 07:00:00,26.89805555555556,-117.20611111111111,medium,17.5,83,148.0
2016-06-15 08:00:00,26.611944444444447,-117.00361111111113,medium,17.3,84,147.0
2016-06-15 09:00:00,26.58888888888889,-116.65194444444444,medium,17.1,84,147.0
2016-06-15 10:00:00,26.285277777777768,-116.33583333333334,medium,17.0,84,146.0
2016-06-15 11:00:00,26.12305555555556,-116.02555555555556,medium,16.8,83,147.0
2016-06-15 12:00:00,26.141944444444448,-115.98222222222222,medium,17.2,84,148.0
2016-06-15 13:00:00,25.83944444444444,-115.7227777777778,medium,17.1,84,147.0
2016-06-15 14:00:00,25.614722222222227,-115.41555555555556,medium,16.8,83,147.0
2016-06-15 15:00:00,25.547222222222228,-115.0897222222222,medium,17.0,84,148.0
2016-06-15 16:00:00,25.354722222222215,-114.79611111111112,medium,17.0,83,148.0
2016-06-15 17:00:00,25.122222222222227,-114.51805555555556,medium,17.8,90,150.0
2016-06-15 18:00:00,25.09805555555556,-114.41333333333334,medium,17.0,84,162.0
2016-06-15 19:00:00,24.907222222222227,-114.17361111111111,medium,16.8,83,148.0
2016-06-15 20:00:00,24.68527777777777,-113.7297222222222,medium,16.6,83,147.0
2016-06-15 21:00:00,24.56472222222223,-113.52166666666668,medium,16.7,84,147.0
2016-06-15 22:00:00,24.371944444444445,-113.37361111111112,medium,16.6,84,147.0
2016-06-15 23:00:00,24.06944444444445,-113.1047222222222,medium,16.7,84,147.0
2016-06-16 00:00:00,24.03694444444445,-112.84111111111112,medium,17.4,84,163.0
2016-06-16 01:00:00,23.862777777777783,-112.72916666666669,medium,17.1,83,147.0
2016-06-16 02:00:00,23.73805555555556,-112.35583333333334,medium,17.0,83,147.0
2016-06-16 03:00:00,23.351111111111116,-111.99111111111112,medium,17.3,84,147.0
2016-06-16 04:00:00,23.24888888888889,-111.85138888888888,medium,17.2,84,147.0
2016-06-16 05:00:00,23.14083333333333,-111.575,medium,16.9,84,147.0
2016-06-16 06:00:00,22.89583333333333,-111.375,medium,17.0,84,148.0
2016-06-16 07:00:00,22.676944444444448,-111.16972222222222,medium,16.8,84,147.0
2016-06-16 08:00:00,22.546111111111117,-110.7725,medium,16.5,83,147.0
2016-06-16 09:00:00,22.35916666666667,-110.725,medium,16.7,84,147.0
2016-06-16 10:00:00,22.37388888888889,-110.36611111111112,medium,16.9,84,147.0
2016-06-16 11:00:00,22.108611111111117,-110.16527777777776,medium,16.3,84,147.0
2016-06-16 12:00:00,21.886111111111116,-109.94833333333334,medium,16.8,84,147.0
2016-06-16 13:00:00,21.934444444444445,-109.5497222222222,medium,17.0,83,147.0
2016-06-16 14:00:00,21.739444444444448,-109.4277777777778,low,17.0,84,145.0
2016-06-16 15:00:00,21.406666666666677,-109.17583333333332,low,16.9,84,150.0
2016-06-16 16:00:00,21.285833333333333,-108.96138888888888,low,16.7,84,147.0
2016-06-16 17:00:00,21.140277777777776,-108.6452777777778,low,16.6,84,162.0
2016-06-16 18:00:00,21.057777777777783,-108.50305555555556,low,16.7,84,149.0
2016-06-16 19:00:00,20.754444444444445,-108.11666666666666,low,16.5,84,152.0
2016-06-16 20:00:00,20.736666666666668,-107.93861111111111,low,16.7,84,153.0
2016-06-16 21:00:00,20.629444444444445,-107.56083333333332,low,16.8,84,155.0
2016-06-16 22:00:00,20.3,-107.51083333333332,medium,16.3,84,156.0
2016-06-16 23:00:00,20.114166666666662,-107.20583333333332,medium,16.0,84,157.0
2016-06-17 00:00:00,20.115,-107.06138888888889,medium,15.8,84,159.0
2016-06-17 01:00:00,19.939722222222223,-106.86277777777777,medium,16.1,84,163.0
2016-06-17 02:00:00,19.7775,-106.38416666666669,medium,15.7,84,165.0
2016-06-17 03:00:00,19.466944444444444,-106.28638888888892,medium,16.0,84,163.0
